D_bar,5a18701954208204570dcb8e,5a191ca682c9a804497b7d6d,5a1932ab059ac522ef987ea7,5a1950d504030050aed5ef38,5a19654811ae4222e93bcbb5,5a196870172b442ddd1d0881,5a197a76c988512deb672d77,5a197dd07c73c915f5797cc2,5a1986d282c9a804497b7da5,5a198afc82c9a804497b7da6,5a198cb07c73c915f5797cc5,5a198f20ae845313c72e2c17,5a198fae82c9a804497b7da7,5a19934fb884b12dc5b501ff,5a1993ec11ae4222e93bcbb7,5a1995b8b884b12dc5b50200,5a19964a99ec112dd1215e0e,5a1997ecb0da9122e35a920f,5a1999fe6aa4043eeb298b94,5a199aac99ec112dd1215e0f,5a199bb5c988512deb672d79,5a199bf5c988512deb672d7a,5a199c0b649dcd3edb29ed7a,5a199c0ec988512deb672d7b,5a199c3db884b12dc5b50201,5a199d6204030050aed5ef42,5a199ec16659b21626305b68,5a199f3f99ec112dd1215e10,5a19a0b8ae845313c72e2c18,5a19a1eec988512deb672db9,5a19a27104030050aed5ef44,5a19a29ec988512deb672dba,5a19a2cd99ec112dd1215e11,5a19a35482c9a804497b7da9,5a19a3a199ec112dd1215e12,5a19a48d99ec112dd1215e13,5a19a53311ae4222e93bcbb9,5a19a53c059ac522ef987f06,5a19a545c988512deb672dbb,5a19a549b0da9122e35a9242,5a19a75b649dcd3edb29ed7b,5a19a8f7b0da9122e35a9243,5a19a9106659b21626305bd8,5a19a915649dcd3edb29ed7d,5a19a91654208204570dcbc4,5a19a9b911ae4222e93bcbba,5a19a9e454208204570dcbc5,5a19aa006aa4043eeb298d0d,5a19aa72c988512deb672dbc,5a19aa917c73c915f5797cc6,5a19aaf06aa4043eeb298d0f,5a19ab057c73c915f5797cc7,5a19ab1b6659b21626305d0f,5a19ac1382c9a804497b7e3a,5a19ac3eb0da9122e35a9245,5a19ac52649dcd3edb29ed7f,5a19ac796e5403163f332bf8,5a19acd0172b442ddd1d0884,5a19acd9b884b12dc5b50203,5a19ae366659b21626305d11,5a19aed5ae845313c72e2d20,5a19aef2059ac522ef987f08,5a19aefe04030050aed5ef4a,5a19af076659b21626305d12,5a19af0c99ec112dd1215e15,5a19af6a11ae4222e93bcbbb,5a19afc9172b442ddd1d0885,5a19b0036e5403163f332bfa,5a19b03182c9a804497b7e3b,5a19b08fb0da9122e35a9247,5a19b0d604030050aed5ef4b,5a19b1edae845313c72e2d21,5a19b2b411ae4222e93bcbbc,5a19b2c5ae845313c72e2d22,5a19b2c8c988512deb672dc1,5a19b2e07c73c915f5797cca,5a19b2fb6e5403163f332bfc,5a19b3387c73c915f5797ccb,5a19b36204030050aed5ef4c,5a19b3b5b0da9122e35a9248,5a19b3d754208204570dcbc9,5a19b42882c9a804497b7e3f,5a19b46fb884b12dc5b50205,5a19b47b11ae4222e93bcbbf,5a19b4a6059ac522ef987f0c,5a19b4bc54208204570dcbca,5a19b4dd99ec112dd1215e18,5a19b4e6b0da9122e35a924a,5a19b5016e5403163f332bfd,5a19b51e172b442ddd1d0888,5a19b5c999ec112dd1215e1b,5a19b6226e5403163f332bfe,5a19b63711ae4222e93bcbc0,5a19b6386aa4043eeb298d12,5a19b6506aa4043eeb298d13,5a19b6b811ae4222e93bcbc1,5a19b6c6c988512deb672dc3,5a19b81282c9a804497b7e40,5a19b850b884b12dc5b50206,5a19b857c988512deb672dc4,5a19b87eae845313c72e2d26,5a19b884ae845313c72e2d27,5a19b8d399ec112dd1215e1d,5a19b8e36e5403163f332bff,5a19b92f7c73c915f5797cd0,5a19b93cb884b12dc5b50207,5a19b94b99ec112dd1215e1e,5a19b9746e5403163f332c02,5a19b9a2b0da9122e35a924c,5a19b9c46659b21626305d14,5a19ba3c7c73c915f5797cd1,5a19ba4799ec112dd1215e1f,5a19ba4c04030050aed5ef50,5a19ba4f82c9a804497b7e41,5a19ba4fc988512deb672dc6,5a19ba73059ac522ef987f11,5a19bab0c988512deb672dc7,5a19babc11ae4222e93bcbc3,5a19bafb7c73c915f5797cd2,5a19bb21059ac522ef987f12,5a19bb4054208204570dcbf4,5a19bb4cae845313c72e2d30,5a19bc3354208204570dcbf7,5a19bc4411ae4222e93bcbc4,5a19bc9d6659b21626305d16,5a19bcb304030050aed5ef52,5a19bcfc54208204570dcbf9,5a19bd2004030050aed5ef53,5a19bd466659b21626305d17,5a19bd91ae845313c72e2d31,5a19bdaf6659b21626305d19,5a19bdb854208204570dcbfa,5a19bdf26aa4043eeb298d1e,5a19be1204030050aed5ef54,5a19be4854208204570dcbfb,5a19be6682c9a804497b7e45,5a19bec46659b21626305d1a,5a19bef299ec112dd1215e22,5a19befd99ec112dd1215e23,5a19bf0ec988512deb672dde,5a19bf1811ae4222e93bcbc6,5a19bf3e54208204570dcbfc,5a19bf896e5403163f332c22,5a19bfbe6659b21626305d1b,5a19bfd0b0da9122e35a924f,5a19bfd7b0da9122e35a9250,5a19c03f6659b21626305d1c,5a19c0cdc988512deb672de0,5a19c0d399ec112dd1215e24,5a19c0d754208204570dcbfe,5a19c0deb884b12dc5b5020c,5a19c14db884b12dc5b5020e,5a19c17d99ec112dd1215e27,5a19c181172b442ddd1d08a7,5a19c1b7649dcd3edb29ed8a,5a19c1c67c73c915f5797cd6,5a19c1c7b884b12dc5b50210,5a19c20bc988512deb672de2,5a19c25011ae4222e93bcbc9,5a19c25404030050aed5ef5b,5a19c291649dcd3edb29ed8b,5a19c2ff7c73c915f5797cd7,5a19c30bb884b12dc5b50211,5a19c324c988512deb672de3,5a19c36a54208204570dcbff,5a19c3d2649dcd3edb29ed8c,5a19c403b884b12dc5b50213,5a19c41db884b12dc5b50214,5a19c45cae845313c72e2d32,5a19c495b884b12dc5b50216,5a19c51199ec112dd1215e28,5a19c56804030050aed5ef5d,5a19c5d66e5403163f332c24,5a19c5ebb0da9122e35a9251,5a19c62db884b12dc5b50217,5a19c66404030050aed5ef60,5a19c7bc059ac522ef987f1b,5a19c86eb0da9122e35a9252,5a19c8a8649dcd3edb29ed8d,5a19c8e4ae845313c72e2d33,5a19ca25b884b12dc5b50219,5a19ca6904030050aed5ef63,5a19cadc99ec112dd1215e29,5a19caf054208204570dcc00,5a19cc92ae845313c72e2d34,5a19cccf11ae4222e93bcbd3,5a19ccd26659b21626305d20,5a19cea604030050aed5ef6a,5a19cecb6659b21626305d21,5a19cfab6e5403163f332c28,5a19d0a2059ac522ef987f2c,5a19d146059ac522ef987f2e,5a19d157c988512deb672de8,5a19d19f99ec112dd1215e2b,5a19d20d82c9a804497b7e49,5a19d21099ec112dd1215e2d,5a19d22f649dcd3edb29ed92,5a19d31099ec112dd1215e2e,5a19d33854208204570dcc02,5a19d41911ae4222e93bcbdc,5a19d4a982c9a804497b7e4b,5a19d5f454208204570dcc05,5a19d620b884b12dc5b5022d,5a19d66f059ac522ef987f30,5a19d6f76659b21626305d2b
5a19a3a199ec112dd1215e12,25,24,27,15,23,25,23,13,22,11,14,11,23,6,18,19,19,31,13,21,22,13,16,26,36,18,30,20,23,19,25,22,26,15,0,18,15,23,24,24,24,12,15,22,27,12,10,24,10,28,37,21,25,24,31,12,14,11,30,21,28,15,25,32,8,30,25,16,16,12,15,20,15,30,17,19,11,22,18,16,23,17,26,28,21,13,13,16,29,18,26,26,10,15,25,17,18,37,19,18,17,23,13,19,12,10,15,20,14,13,20,41,12,20,23,12,3,20,17,12,16,11,16,22,23,13,25,12,10,7,29,12,14,18,12,26,31,10,29,14,18,14,37,16,27,23,16,21,6,18,7,27,17,17,14,14,24,28,10,15,22,12,10,20,16,13,14,22,24,12,16,24,23,26,13,13,14,11,14,16,8,13,21,10,16,20,16,14,17,24,21,12,30,22,29,29,8,17,32,29,25,9,17,10,3
5a19a48d99ec112dd1215e13,19,21,27,11,30,23,34,10,20,23,25,20,33,13,8,28,24,29,25,21,28,22,17,23,35,30,31,25,22,17,16,32,16,26,23,0,13,29,22,35,21,10,10,31,34,23,19,33,6,19,38,19,24,23,35,12,25,15,29,20,32,13,26,39,7,35,37,23,24,22,26,22,19,21,28,28,12,33,13,26,22,14,14,30,25,10,25,27,28,23,33,35,8,11,27,27,27,44,26,17,14,34,11,15,23,19,27,27,14,25,29,39,10,31,13,8,11,25,29,14,28,18,16,25,12,23,23,21,20,12,18,10,25,25,20,36,40,9,28,24,27,12,36,13,39,35,22,20,13,16,18,16,15,28,10,11,35,17,5,11,33,15,8,9,22,23,10,27,32,22,22,36,28,25,8,19,11,16,22,28,20,24,32,20,18,16,6,17,26,14,32,15,31,34,39,28,15,14,38,30,23,7,26,14,14
5a19a53311ae4222e93bcbb9,14,16,21,15,28,18,34,5,15,24,24,18,33,17,6,27,19,22,27,27,24,26,14,18,28,30,25,22,15,16,12,30,21,26,20,18,0,24,21,33,16,10,15,28,30,22,18,31,10,15,32,14,25,18,31,18,25,20,25,15,28,8,20,35,7,32,38,28,21,22,26,20,19,17,29,27,8,34,17,24,15,9,14,37,21,5,25,28,21,18,28,34,8,7,21,27,24,40,32,13,10,35,6,11,22,23,27,25,19,25,28,33,5,33,12,3,14,21,29,10,29,22,16,22,12,21,17,20,23,15,23,5,24,22,24,34,39,9,21,22,27,7,29,8,39,35,28,20,14,10,19,21,10,31,9,7,36,16,10,15,33,12,7,9,27,22,5,22,29,22,27,37,23,25,12,18,6,17,26,28,21,23,31,19,16,16,4,14,25,14,33,14,24,35,36,21,15,9,36,24,17,7,23,13,15
5a19a53c059ac522ef987f06,30,27,24,27,17,29,24,16,26,18,15,9,24,22,25,18,4,26,29,36,14,29,20,29,30,20,18,20,17,27,30,13,38,17,18,32,19,0,32,18,27,20,27,11,11,13,9,13,22,34,25,25,35,26,22,28,15,27,33,23,13,19,13,17,17,26,26,31,11,13,16,24,23,36,19,17,14,24,30,14,16,20,33,45,22,16,15,18,27,7,10,28,19,21,16,17,7,21,33,21,21,24,17,25,12,26,17,23,29,14,19,34,16,25,30,17,19,6,18,14,23,28,25,22,30,11,22,11,25,22,41,16,15,12,27,24,29,19,22,12,20,18,31,19,28,25,32,30,16,16,19,39,21,24,22,18,25,35,23,27,23,12,18,28,31,15,19,8,21,12,31,30,15,35,25,15,17,23,29,18,20,14,22,10,20,28,23,14,15,32,22,19,18,23,20,23,18,20,34,17,19,17,7,17,15
5a19a545c988512deb672dbb,28,25,22,27,19,27,27,15,24,20,17,11,26,23,23,20,2,23,30,37,14,30,19,28,27,23,15,20,14,26,28,16,37,20,18,31,17,8,0,22,25,20,27,15,13,16,11,17,22,31,22,23,34,25,20,28,19,28,31,22,11,17,10,18,16,26,30,33,13,15,19,24,23,33,22,19,12,27,29,17,13,18,31,46,21,15,18,21,24,5,11,30,18,19,13,20,11,23,35,19,19,27,15,23,15,27,20,23,30,18,21,31,14,28,29,16,20,4,22,13,26,29,24,21,29,14,20,13,26,23,40,14,18,14,29,27,31,18,19,15,22,16,27,18,32,28,33,30,16,13,20,38,19,27,21,16,28,33,22,27,26,11,17,26,33,17,18,5,22,15,33,33,13,35,24,16,15,23,30,21,22,17,25,13,20,27,21,13,17,31,25,19,14,27,24,20,18,19,34,14,16,16,10,17,17
5a19a549b0da9122e35a9242,33,30,29,28,18,32,18,19,29,13,10,7,19,20,27,16,11,31,27,35,18,26,22,32,36,14,24,22,23,28,34,8,39,13,20,32,22,12,33,0,30,22,28,8,13,9,7,10,23,37,32,28,36,29,27,27,9,24,36,26,19,22,20,19,18,29,20,27,12,9,10,26,23,39,13,14,16,18,30,11,22,23,36,42,24,19,9,12,31,13,15,25,20,23,22,13,4,23,29,24,23,17,20,27,8,23,11,23,29,8,17,40,19,19,33,20,18,12,12,17,18,26,26,24,33,8,27,9,22,21,42,19,11,13,24,21,26,20,28,9,17,21,36,22,22,19,28,31,16,20,17,40,24,19,23,20,18,38,23,27,17,14,20,30,27,13,22,14,22,8,27,24,19,37,25,16,20,23,26,12,17,11,18,6,22,30,26,16,12,34,15,20,24,17,15,29,17,23,35,24,25,19,3,18,14
5a19a75b649dcd3edb29ed7b,22,24,29,19,36,26,41,14,23,30,31,26,40,21,7,35,27,29,33,29,32,30,22,26,35,37,32,30,22,23,12,38,15,33,28,17,16,33,28,41,0,17,18,36,38,30,25,39,14,15,39,22,31,27,39,20,33,23,33,24,36,16,27,43,14,40,45,31,29,29,33,28,26,17,36,35,16,41,21,32,22,17,8,37,30,13,32,35,29,26,36,42,14,15,29,34,32,48,34,21,18,42,14,19,29,27,34,33,22,32,36,40,13,39,12,11,19,29,36,18,36,26,23,30,6,29,25,28,28,20,18,13,32,31,29,42,47,15,28,30,34,15,36,16,46,42,31,26,20,17,25,15,18,36,16,15,43,9,13,19,40,20,14,11,30,29,13,31,37,29,30,44,31,32,16,25,14,23,30,35,28,31,38,27,24,22,6,22,33,15,40,22,31,42,44,28,22,17,44,31,24,13,31,20,21
5a19a8f7b0da9122e35a9243,19,20,26,8,28,22,31,9,19,19,21,16,30,10,10,25,21,29,21,19,25,19,15,22,35,26,30,22,21,15,18,29,19,22,20,12,12,26,20,31,20,0,7,28,31,19,16,30,3,21,37,18,22,22,33,11,22,12,28,19,30,12,25,37,5,33,34,20,21,19,22,20,17,23,25,25,10,30,10,23,21,13,18,29,22,9,21,24,27,20,30,32,5,11,25,24,24,42,24,16,14,31,10,15,19,16,23,24,12,21,26,39,9,28,16,7,7,23,25,12,25,15,13,23,15,19,23,18,17,8,21,9,21,22,17,32,37,6,27,21,24,11,35,12,35,31,20,17,10,15,14,19,14,25,8,11,32,21,3,7,29,13,6,12,19,19,9,25,29,19,19,33,26,22,5,16,10,13,19,24,16,21,28,17,16,14,9,15,23,16,29,13,30,31,36,27,12,13,35,29,23,5,23,11,10
5a19a9106659b21626305bd8,14,13,19,14,25,15,31,3,12,21,21,15,29,15,9,24,17,22,24,26,21,24,11,16,28,27,23,19,15,14,15,27,23,22,17,18,5,22,19,30,13,8,0,25,27,19,14,27,9,18,31,11,22,16,28,17,22,19,22,13,25,5,19,33,5,29,34,26,18,19,23,17,15,20,25,24,5,30,16,21,14,6,17,36,18,3,22,24,20,16,26,31,6,5,20,23,21,37,30,10,7,32,3,9,19,21,24,22,18,21,24,32,2,30,15,1,11,18,26,7,26,20,13,19,15,18,16,17,21,13,25,2,21,19,22,31,35,6,20,19,23,4,28,6,36,32,26,18,10,9,16,23,7,28,7,4,33,19,9,14,30,9,5,12,25,19,3,20,26,18,25,34,21,23,11,14,3,14,24,25,18,20,28,16,13,14,7,11,22,16,30,11,23,31,33,21,12,7,32,23,16,4,20,9,12
5a19a915649dcd3edb29ed7d,39,36,33,35,24,38,23,25,35,19,18,14,27,28,33,23,13,35,34,42,23,33,28,38,39,20,25,28,26,35,39,7,46,20,26,39,28,12,40,14,36,28,35,0,8,16,14,13,30,42,32,33,43,35,31,34,15,32,41,32,21,28,20,13,25,35,23,34,18,16,16,33,30,44,19,21,22,23,37,19,25,29,42,49,30,25,15,18,36,16,15,33,27,29,25,21,9,18,35,29,29,21,26,33,15,30,17,30,36,14,24,43,24,24,39,26,25,14,18,23,25,33,32,30,39,16,32,16,29,29,49,24,18,19,32,29,33,27,31,17,25,27,39,28,25,25,36,38,23,25,25,47,30,24,30,26,22,44,30,35,23,20,26,36,35,20,28,16,28,15,35,31,24,43,32,23,26,30,33,18,24,18,25,14,29,36,32,22,19,41,19,27,25,21,20,32,25,29,41,24,28,25,8,25,21
5a19a91654208204570dcbc4,39,36,32,37,26,38,30,25,35,25,22,18,32,32,33,27,11,32,38,46,24,38,29,38,36,26,20,29,23,36,39,14,47,25,28,41,28,10,41,22,36,30,37,17,0,21,17,18,32,42,27,34,44,35,31,37,22,36,41,32,20,28,15,9,27,36,31,40,21,21,23,34,32,44,25,25,23,30,39,23,22,29,42,54,31,25,21,24,35,16,14,37,28,29,23,25,13,14,41,30,29,28,26,34,20,35,23,32,39,20,28,40,24,31,39,26,28,12,24,24,31,37,34,31,39,20,30,20,34,32,50,24,23,21,36,33,37,28,27,21,29,27,36,28,33,31,40,40,25,24,29,48,30,31,31,26,29,43,32,36,29,21,28,37,40,24,28,14,30,20,40,37,23,45,34,25,26,32,38,24,29,23,30,18,30,37,32,23,23,41,26,28,19,28,25,29,27,29,43,19,25,27,12,27,25
5a19a9b911ae4222e93bcbba,32,29,29,26,18,31,16,19,28,10,8,6,17,18,26,14,13,32,24,32,19,23,21,31,37,12,26,22,23,27,33,10,38,10,20,30,21,14,32,13,29,20,26,11,16,0,5,13,21,36,33,27,34,29,28,24,7,22,35,26,21,21,22,22,17,29,18,24,12,6,8,25,22,38,10,12,15,15,29,10,23,22,35,39,24,18,6,9,32,14,18,23,19,22,23,11,7,26,26,23,23,16,19,26,5,20,8,22,26,6,15,41,18,17,32,19,15,14,10,16,15,23,24,24,32,7,27,7,19,19,40,18,8,13,21,20,24,19,29,8,15,20,37,21,20,16,26,30,14,20,15,38,23,16,22,20,17,37,21,26,15,14,18,29,25,11,21,16,22,5,25,22,20,35,23,15,19,21,23,10,14,8,15,3,21,28,25,16,10,33,14,18,26,15,18,29,16,22,34,25,25,17,6,16,11
5a19a9e454208204570dcbc5,27,24,25,21,16,26,19,14,23,10,8,2,17,14,21,11,12,28,21,29,16,20,16,27,33,15,24,17,20,22,28,15,33,10,15,25,16,15,27,18,24,15,21,14,19,6,0,16,16,31,32,22,29,24,25,20,10,19,30,21,20,16,20,24,12,25,22,23,9,6,11,20,17,33,13,11,10,18,24,9,19,17,30,36,19,13,9,12,27,11,19,19,14,17,20,11,10,29,25,18,18,20,14,21,6,17,11,17,22,9,12,37,13,19,27,14,11,13,13,11,16,20,19,19,27,5,23,4,17,15,36,13,8,10,19,18,23,14,25,7,12,15,33,16,24,19,23,25,9,16,11,33,18,18,17,15,21,32,17,21,18,9,13,24,23,7,16,15,18,6,23,23,18,30,19,10,14,16,21,13,12,8,15,4,16,23,20,11,9,28,17,13,24,19,21,26,11,17,29,24,22,12,9,11,7
5a19aa006aa4043eeb298d0d,28,26,26,23,17,28,17,15,25,9,6,3,15,15,23,12,12,30,21,29,17,20,18,28,35,13,25,19,21,24,30,14,34,9,17,26,18,15,28,16,26,17,23,13,18,5,2,0,18,33,33,24,31,26,26,21,8,19,32,23,21,18,21,24,13,26,21,22,10,5,9,22,19,35,12,10,12,17,25,8,21,19,31,37,21,15,8,11,29,13,19,20,15,19,21,9,9,28,25,20,20,18,16,23,4,17,10,19,23,8,12,39,15,18,29,16,12,14,12,13,14,20,21,21,29,5,25,5,17,16,37,15,7,11,19,18,22,15,27,6,12,17,35,18,22,18,23,26,10,18,12,35,20,16,19,17,19,34,18,22,16,11,15,25,23,7,17,16,19,4,23,22,19,32,20,12,16,17,21,11,11,6,14,2,18,25,21,13,8,30,16,15,25,18,21,27,12,19,30,25,23,14,8,13,8
5a19aa72c988512deb672dbc,21,22,27,10,27,23,29,11,20,17,20,15,28,7,13,24,21,30,19,18,25,16,15,24,36,24,31,22,23,16,21,28,20,21,20,12,13,26,21,30,22,9,10,27,31,18,15,29,0,24,38,19,23,23,33,9,20,10,29,20,30,13,26,36,6,32,31,18,20,17,20,20,16,26,23,24,11,28,13,21,22,15,20,27,23,11,19,22,28,20,30,31,7,12,26,22,23,41,22,17,15,29,11,17,18,13,21,23,10,19,25,40,10,25,18,9,5,23,23,12,22,12,14,23,17,18,24,17,14,6,23,10,20,21,15,31,36,7,28,19,23,12,36,14,33,29,18,18,9,17,12,21,15,22,10,12,30,23,4,9,27,13,7,14,17,18,11,25,28,17,17,30,26,23,7,16,11,12,16,22,14,19,26,15,16,16,11,15,22,19,27,12,30,28,34,29,11,15,34,30,24,6,22,10,8
5a19aa917c73c915f5797cc6,18,16,15,20,23,18,32,6,15,23,21,15,30,20,12,24,13,17,28,31,19,28,13,18,22,28,18,18,9,19,18,25,27,23,16,23,8,18,24,30,16,13,19,23,24,19,14,26,15,0,25,14,27,17,25,23,23,23,23,14,22,8,13,29,9,28,35,30,17,19,24,19,18,23,26,24,6,31,22,21,9,9,21,41,18,5,23,25,15,12,22,32,11,10,15,24,19,34,34,11,10,33,6,14,19,25,25,23,24,22,25,27,5,32,18,6,16,14,26,8,28,25,18,18,18,18,10,17,25,18,30,5,22,18,26,31,35,11,15,19,24,7,23,8,37,33,30,23,13,3,19,28,10,30,13,7,34,22,15,19,31,8,10,16,30,19,8,16,25,19,30,36,18,28,17,15,6,18,28,26,21,21,28,17,15,19,11,10,22,21,31,14,18,32,32,15,15,9,33,17,11,9,19,12,15
5a19aaf06aa4043eeb298d0f,18,15,15,18,22,17,30,4,14,21,20,13,28,18,12,22,13,19,26,30,18,26,11,17,24,26,19,17,11,17,18,24,27,21,15,22,7,18,22,28,15,11,18,22,23,18,13,25,13,21,0,13,26,15,24,21,21,22,21,12,21,7,15,29,8,26,34,28,16,17,22,17,16,23,25,22,4,29,20,20,10,8,21,39,16,4,21,24,17,12,22,30,9,9,15,22,18,33,32,9,9,31,5,13,17,23,23,21,22,21,23,28,4,30,18,5,14,14,25,6,26,23,16,17,18,16,12,15,23,16,30,4,20,17,24,29,34,10,17,17,22,6,25,7,35,31,28,21,11,5,17,27,9,28,11,6,32,22,13,18,29,7,8,16,28,18,7,16,24,17,28,34,17,26,15,13,5,16,26,24,19,19,27,15,13,18,11,9,20,20,29,12,19,31,31,17,13,8,31,18,13,7,17,10,13
5a19ab057c73c915f5797cc7,20,22,26,19,34,24,40,11,21,30,30,24,39,22,6,33,24,25,32,30,30,31,20,24,32,36,28,28,19,22,8,36,19,31,26,19,14,30,27,39,22,16,18,34,35,28,24,36,14,11,35,0,30,24,36,21,31,24,30,21,33,14,23,40,13,38,44,32,27,28,32,26,24,13,35,33,14,39,21,30,18,15,11,39,27,11,31,34,26,23,33,40,13,13,26,33,30,45,36,18,15,41,12,17,28,28,33,31,23,31,34,36,10,39,12,9,19,26,35,16,35,27,22,28,8,27,21,26,28,20,21,10,30,28,29,40,45,14,24,28,33,13,32,14,45,41,32,25,19,14,24,19,16,36,15,12,42,11,14,19,39,18,13,11,31,28,11,27,35,27,31,43,29,31,16,23,12,22,31,34,27,29,37,25,22,21,5,20,31,15,39,20,27,41,42,24,21,15,42,27,20,12,29,18,20
5a19ab1b6659b21626305d0f,29,26,22,29,23,28,32,16,25,25,22,16,31,27,23,25,7,20,34,40,19,34,21,29,24,28,10,23,11,28,28,21,38,24,21,33,18,11,33,27,26,22,29,20,15,20,16,21,24,31,17,24,0,26,24,31,24,31,32,23,15,18,5,20,19,30,35,37,17,20,24,26,25,33,27,24,14,32,31,22,10,19,31,49,24,16,23,26,24,10,15,34,20,20,13,25,16,25,40,20,20,32,16,24,20,31,25,27,32,23,26,29,15,33,29,17,23,8,27,16,30,32,27,24,29,18,20,18,30,26,41,15,22,18,33,31,36,21,15,20,26,17,25,19,37,33,37,32,20,13,24,39,20,32,23,17,33,32,24,29,31,14,19,27,37,22,19,10,26,20,37,38,16,37,26,20,16,26,34,26,26,22,29,18,22,29,22,16,22,31,30,22,9,32,28,17,22,20,38,9,13,18,15,20,20
5a19ac1382c9a804497b7e3a,21,24,28,20,35,25,42,13,22,31,32,26,40,22,7,34,26,26,34,31,32,32,22,26,33,38,29,29,20,23,10,38,18,33,27,19,15,31,28,41,24,17,19,36,37,30,25,38,15,13,37,21,32,0,38,22,33,25,32,23,35,15,25,42,14,40,45,33,29,29,34,28,26,15,36,34,16,41,22,32,20,17,10,39,29,13,32,35,28,25,35,42,15,14,28,34,32,47,36,20,17,42,13,18,29,29,34,32,24,32,35,38,12,40,13,11,20,28,36,18,36,28,23,29,8,29,23,27,29,21,20,12,32,30,30,42,46,16,25,30,34,14,34,16,47,42,32,27,21,16,26,18,17,37,16,14,43,9,14,20,41,19,14,12,32,29,13,29,37,29,32,45,30,32,17,25,14,24,32,35,28,31,38,27,24,22,6,21,32,16,40,22,29,42,44,26,23,17,43,29,21,14,31,20,22
5a19ac3eb0da9122e35a9245,27,26,30,16,26,28,23,15,25,11,16,13,24,4,19,21,21,34,14,19,25,10,18,28,39,19,33,23,26,21,27,24,26,17,21,18,18,25,26,25,26,14,16,24,29,14,12,26,11,30,40,24,27,27,0,11,14,8,33,24,30,18,28,34,11,33,25,13,19,14,15,23,18,32,18,21,14,22,19,19,25,19,27,26,24,15,14,17,32,21,29,28,12,18,28,18,20,39,17,21,20,23,16,22,14,8,16,23,14,14,22,43,15,19,25,14,4,23,18,15,17,9,18,24,24,15,28,14,8,7,29,15,16,20,9,28,33,12,32,17,20,17,40,18,27,24,13,23,9,20,9,27,20,16,15,17,24,30,11,16,22,14,12,21,13,15,16,25,27,13,13,24,26,28,14,16,16,14,11,17,9,15,23,11,19,22,18,16,19,25,21,14,32,22,31,32,11,19,35,32,28,11,19,12,5
5a19ac52649dcd3edb29ed7f,26,27,32,14,33,29,33,16,26,21,25,21,34,9,15,30,28,36,23,14,31,17,21,29,41,29,37,28,28,21,23,33,17,26,27,9,19,32,27,35,27,15,14,33,37,23,21,35,9,26,44,25,28,28,39,0,24,9,35,26,37,19,32,42,12,39,35,16,26,23,25,26,23,28,28,30,17,32,17,27,28,20,21,23,29,16,24,27,34,27,36,36,12,18,32,28,29,47,20,23,20,33,17,22,23,14,26,29,10,24,31,46,16,28,21,14,10,29,28,18,27,14,20,29,18,24,29,23,17,11,20,16,25,28,16,37,41,13,34,25,28,18,42,19,37,34,16,24,15,22,17,17,21,25,15,17,34,24,8,14,32,19,13,17,15,24,16,31,34,22,15,34,32,29,12,22,17,18,18,27,18,24,32,20,22,21,14,21,28,21,30,19,36,32,40,34,17,20,41,36,30,12,28,17,14
5a19ac796e5403163f332bf8,36,34,34,29,24,36,11,23,33,8,11,11,20,18,30,19,18,38,25,33,24,22,25,36,42,8,32,27,29,31,37,12,40,13,25,32,26,20,36,12,34,24,29,16,20,9,10,18,24,40,39,32,38,33,33,25,0,22,40,31,27,26,27,25,21,34,13,22,17,9,4,29,26,42,7,17,20,11,32,15,28,27,39,38,29,23,3,6,37,20,23,27,22,27,29,14,12,30,23,28,27,10,24,31,9,19,5,26,28,2,20,46,22,11,36,23,17,20,6,21,14,23,28,29,36,12,32,12,19,21,43,22,11,18,21,25,29,22,35,13,19,25,43,26,14,13,24,33,17,26,17,41,28,11,26,24,11,41,24,28,11,19,22,32,23,15,25,22,27,9,23,18,26,39,26,19,24,24,23,6,15,12,18,7,25,32,29,21,15,37,8,22,32,10,22,35,19,27,38,31,31,21,11,20,13
5a19acd0172b442ddd1d0884,27,28,32,16,31,29,29,17,26,17,22,18,30,4,18,27,26,36,19,13,30,12,21,30,42,25,36,27,29,22,26,30,22,22,25,13,20,30,27,31,28,15,15,30,35,19,18,32,11,29,44,25,29,29,38,5,20,0,35,26,35,19,32,40,12,37,31,12,24,19,21,26,21,31,23,26,16,28,18,24,28,21,25,21,28,17,19,22,34,25,34,33,13,19,32,24,26,45,16,23,21,28,17,23,19,9,21,27,10,19,28,46,16,23,24,15,7,28,23,18,22,9,19,28,22,21,30,20,12,9,25,16,22,25,11,34,38,13,34,22,25,18,42,20,32,29,12,24,13,23,14,22,21,20,16,18,29,28,10,15,28,18,13,20,11,20,17,29,32,19,11,30,31,29,13,20,18,17,13,22,14,21,28,17,22,22,17,20,24,24,26,17,36,28,37,35,15,21,39,36,30,13,25,16,10
