D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
5921c30b9559d121c2723160,29,30,20,18,31,28,22,24,40,38,21,28,40,34,27,25,45,28,25,38,30,48,26,28,0,6,14,36,32,23,32,32,30,45,39,21,37,31,30,41,27,19,30,27,19,14,31,28,22,21,32,23,19,23,37,38,25,41,21,25,32,34,28,21,12,25,20,22,29,40,29,34,48,40,29,26,28,23,29,43,39,32,31,27,18,22,15,16,19,40,43,14,36,18,21,25,30,31,29,19,26,20,25,26,18,38,28,37,33,24,20,22,19,30,22,30,37,21,23,23,28,26,28,28,32,31,29,20,28,22,24,17,33,19,29,21,15,26,24,30,22,12,17,22,21,35,23,24,25,23,17,19,24,32,38,20,19,38,25,20,29,25,25,25,20,30,38,25,23,18,23,29,35,27,25
5921c3919559d121c2723161,29,30,23,19,31,28,24,26,42,39,22,29,39,37,28,26,46,28,23,39,31,50,27,28,6,0,15,38,33,23,32,33,30,46,40,24,37,31,31,43,29,20,31,29,21,15,32,29,23,23,35,26,19,23,39,40,24,43,22,26,34,35,29,23,13,27,22,22,29,41,30,36,49,40,30,28,30,24,31,44,39,34,30,28,21,25,16,17,22,42,44,14,37,20,21,26,32,33,31,22,28,22,25,25,20,39,31,36,35,25,21,23,17,33,22,30,38,23,25,25,31,28,31,31,34,31,29,21,31,24,24,17,34,21,31,24,16,28,26,30,24,14,17,24,22,34,24,25,26,24,18,21,25,32,40,22,20,39,25,23,30,26,26,26,20,31,39,27,25,18,25,31,37,28,27
5921c3dc2a17d821bca9516b,18,18,11,8,21,22,11,14,28,24,8,14,31,26,13,14,31,22,29,27,16,37,12,16,19,20,0,23,21,12,21,18,18,32,25,12,28,22,19,28,17,8,19,15,6,4,18,17,12,11,23,13,9,11,25,26,19,31,7,14,20,24,14,14,7,15,10,10,17,26,15,22,34,28,15,16,16,12,16,29,29,20,25,14,9,12,7,5,19,30,29,14,25,5,10,13,20,18,19,10,14,10,14,20,10,24,16,28,20,14,8,12,23,21,13,20,23,10,13,10,16,13,16,16,19,20,17,10,19,12,18,12,19,18,17,20,7,16,12,20,10,6,12,10,8,26,12,14,15,12,7,11,14,22,26,8,7,27,15,11,15,13,13,13,20,19,24,13,11,7,11,17,23,15,13
5921c3fd2a17d821bca9516d,24,25,4,14,27,30,8,7,24,24,15,15,37,19,18,20,32,29,35,33,17,32,16,22,21,22,9,0,27,19,27,21,25,33,25,5,34,28,25,25,10,15,24,11,9,12,21,24,17,5,16,7,16,18,21,22,26,25,11,21,17,31,17,19,13,9,4,17,24,27,18,18,35,34,18,10,12,19,13,30,35,17,32,17,2,6,13,12,16,24,30,21,31,8,16,19,13,17,13,3,11,3,21,27,15,25,12,34,21,20,15,18,30,14,19,26,25,6,6,11,13,13,13,13,16,27,22,16,12,5,25,20,19,14,13,17,13,10,9,26,8,11,19,7,15,32,18,20,21,19,13,17,20,28,23,6,13,33,22,4,16,18,18,18,27,26,25,9,7,14,7,13,19,20,10
5921c4f52a17d821bca9516e,25,26,5,17,28,32,10,8,22,22,17,14,38,17,20,22,30,31,38,34,16,28,17,24,24,25,12,17,0,21,28,22,26,32,25,6,36,30,26,22,11,17,25,8,10,14,23,26,20,6,13,8,18,20,18,21,29,21,12,23,15,33,16,22,16,6,4,19,26,25,18,17,33,35,18,10,9,21,11,28,36,15,34,19,3,7,16,15,19,21,28,24,33,10,17,20,10,16,13,4,9,4,23,29,18,23,10,35,21,22,18,20,33,15,21,27,25,7,7,12,10,13,10,10,15,29,22,18,9,6,27,22,17,17,10,19,16,10,10,27,9,14,21,5,17,33,20,22,23,20,16,20,22,29,21,7,15,34,23,5,15,20,20,20,30,28,25,7,5,16,6,11,16,22,8
5921c5b3f315d421c066f61a,12,13,22,19,10,17,21,25,37,23,14,20,19,37,19,9,28,14,28,21,16,45,19,11,26,28,15,30,21,0,10,25,13,29,31,23,16,10,12,35,28,16,10,22,12,13,29,15,23,22,34,24,8,11,31,34,14,38,14,12,29,26,16,24,16,26,21,10,17,24,17,31,32,22,17,27,25,14,25,28,18,28,14,25,20,23,17,8,31,40,28,17,25,15,4,12,29,21,30,21,22,21,17,14,21,22,23,16,25,12,16,10,22,32,1,9,28,21,24,17,23,22,23,23,27,18,9,8,28,23,10,8,23,30,23,32,17,27,22,9,20,17,6,19,14,14,7,25,13,12,18,21,25,11,35,18,13,22,4,22,19,12,12,12,24,17,29,22,20,9,20,23,29,14,22
5921c5c82a17d821bca95171,10,11,16,15,13,19,16,20,32,20,9,15,23,32,14,7,27,17,29,19,13,40,14,9,24,25,10,25,16,6,0,20,11,27,26,17,21,15,11,30,23,12,12,17,7,9,24,12,18,17,28,19,5,7,27,29,15,33,9,9,24,23,12,21,12,21,16,6,13,22,13,26,30,21,13,22,20,10,20,26,21,23,19,20,15,18,13,4,26,35,26,16,20,10,2,7,24,17,25,15,17,16,13,16,17,20,18,20,20,8,12,6,23,26,5,12,23,16,19,12,18,17,18,18,22,14,10,4,23,18,13,10,19,25,19,28,13,22,17,12,15,13,8,14,9,18,5,21,9,7,14,18,21,14,30,13,8,19,8,17,14,7,7,7,23,14,24,16,14,5,15,19,25,9,17
5921c6b32a17d821bca95173,30,30,10,22,32,37,15,13,26,23,22,18,43,18,24,26,32,36,43,38,19,24,21,28,28,29,17,18,34,25,33,0,30,33,29,11,40,34,30,23,16,22,29,8,15,19,28,31,25,10,17,13,23,24,19,24,34,17,16,28,19,38,20,27,21,9,9,23,31,27,21,20,34,40,21,15,12,26,15,29,40,18,38,24,8,12,21,20,22,17,29,29,38,15,22,25,6,18,18,9,12,9,28,34,23,25,10,40,26,27,23,25,38,20,25,31,29,12,12,17,11,18,11,11,18,33,26,23,5,11,32,27,19,20,10,22,21,15,15,31,14,18,26,9,22,38,24,27,28,25,20,25,27,33,25,12,20,39,28,10,18,24,24,24,35,33,29,11,9,21,9,11,16,26,12
5921c6dff315d421c066f61b,17,18,25,21,14,16,25,29,41,28,18,25,20,41,24,14,34,13,24,27,22,50,23,16,26,27,17,35,25,13,15,29,0,34,36,26,17,11,18,40,32,19,15,27,17,15,32,19,25,26,38,28,11,15,36,39,12,43,18,16,34,29,21,26,17,30,25,14,21,29,22,35,37,27,22,31,29,17,29,33,22,32,11,28,23,27,19,11,33,44,33,16,29,19,9,17,34,27,34,24,27,25,20,13,23,27,28,17,30,15,19,14,19,35,7,13,33,25,28,22,28,27,28,28,32,22,15,12,33,27,9,7,28,32,28,34,19,31,26,13,24,19,5,24,18,15,12,27,17,16,20,23,27,16,40,22,16,27,9,25,24,17,17,17,23,21,34,26,24,12,24,28,34,19,27
5921c72f2a17d821bca95176,17,18,17,20,17,28,17,20,30,12,16,13,27,31,18,14,18,26,38,26,4,34,16,16,31,33,16,20,25,15,18,22,18,0,24,18,24,18,16,25,23,18,12,11,9,16,27,21,24,17,27,20,14,15,22,27,24,27,11,18,22,31,8,27,19,20,16,14,21,13,9,24,21,26,9,22,17,18,17,17,25,20,26,23,15,19,20,12,30,31,17,25,29,13,10,14,21,10,25,16,15,16,21,25,23,11,13,24,19,17,19,15,32,27,12,16,22,17,19,13,13,18,13,13,20,24,11,13,20,18,22,19,12,29,13,31,20,22,17,16,16,19,17,12,16,22,12,26,18,16,19,24,26,18,28,14,14,27,15,17,8,14,14,14,31,23,22,14,12,13,13,13,19,15,15
5921c73c2a17d821bca95177,35,36,15,27,37,43,20,19,32,26,27,23,48,23,30,32,35,42,48,44,23,21,27,34,32,33,23,22,40,31,38,33,36,37,0,16,45,39,35,27,22,28,34,12,20,25,33,36,31,16,22,18,29,30,23,29,39,15,22,33,24,43,25,33,26,15,15,29,36,30,26,26,38,45,26,21,17,32,20,32,46,24,44,29,13,17,26,25,26,20,32,34,43,20,27,30,10,22,24,14,18,15,34,40,28,28,13,45,31,33,29,31,43,25,31,37,34,18,18,22,15,24,15,15,23,39,32,29,9,17,38,33,24,23,14,26,26,21,20,37,20,24,32,14,27,43,30,33,34,31,26,30,33,39,30,18,26,44,34,15,23,30,30,30,40,38,35,16,15,26,15,16,19,32,17
5921c80c2a17d821bca95179,23,24,6,12,26,28,9,10,26,26,14,15,36,21,18,19,33,28,33,32,18,34,15,22,18,20,7,22,26,18,27,21,24,34,26,0,34,28,24,27,13,13,24,13,9,10,20,23,15,7,19,9,15,17,23,24,25,27,11,20,19,29,17,17,11,11,6,16,23,28,18,20,36,34,18,12,14,18,15,31,34,18,30,16,4,8,10,11,15,26,31,18,30,7,15,18,16,18,15,5,13,6,20,25,13,26,15,33,22,19,14,17,27,16,18,25,25,7,9,12,15,13,15,15,18,26,21,15,15,8,23,18,20,13,15,16,11,12,10,25,9,8,17,9,14,31,18,18,20,18,11,15,18,27,25,6,12,32,21,6,17,18,18,18,24,25,26,11,9,12,9,15,21,20,11
5921c8a0f315d421c066f61c,23,25,32,32,17,31,31,35,45,19,26,28,19,47,30,20,24,28,41,32,19,49,29,22,41,42,27,36,33,22,18,35,25,24,39,33,0,10,22,41,38,29,12,27,23,26,40,28,35,32,43,35,22,24,37,42,27,42,24,25,38,39,22,38,29,35,31,23,30,21,24,39,27,31,24,37,33,27,33,24,25,36,23,36,30,34,30,21,43,47,24,31,37,26,16,24,37,26,40,31,30,31,30,28,34,19,28,16,34,24,29,23,35,42,14,16,37,31,34,27,29,32,29,29,35,31,14,21,36,33,24,22,28,42,29,45,30,37,32,16,30,30,20,28,26,14,19,38,26,24,31,35,38,18,44,29,25,33,17,32,24,23,23,23,38,30,37,30,28,22,28,29,35,25,31
5921c92e2a17d821bca9517a,19,20,29,27,13,23,29,32,44,25,22,27,13,45,27,16,30,20,31,28,21,51,26,18,33,34,22,36,28,16,13,32,20,31,38,30,10,0,18,41,35,23,12,28,20,20,36,23,30,30,41,32,16,19,38,41,19,44,22,20,36,34,22,32,23,33,29,18,25,27,23,38,34,28,23,35,32,22,32,30,21,35,13,32,27,31,25,16,38,47,30,23,32,23,12,20,36,27,38,28,29,28,24,20,28,24,29,10,32,19,24,17,26,39,8,12,35,28,32,25,29,30,29,29,34,26,13,15,35,30,15,14,29,38,30,40,25,35,30,12,27,25,12,26,22,8,14,32,20,20,25,29,32,14,42,26,20,29,11,29,25,19,19,19,30,25,36,29,27,16,27,30,36,21,29
5921ca4b2a17d821bca9517b,17,17,14,18,18,27,14,17,27,14,13,10,28,29,15,13,21,25,36,25,6,33,13,15,29,30,13,18,23,14,18,19,17,22,21,15,25,19,0,23,20,16,14,10,6,13,24,19,21,14,25,17,13,13,20,24,23,26,8,16,19,29,5,24,17,17,13,12,20,16,6,21,24,26,6,19,14,16,14,19,26,17,26,20,12,16,17,10,27,29,19,23,27,10,9,13,19,9,22,13,12,13,19,24,20,14,11,25,16,16,16,14,31,24,12,17,19,14,16,10,11,15,11,11,17,22,12,12,17,15,21,17,11,26,12,28,17,19,14,17,13,16,16,9,13,23,12,23,17,14,17,21,23,19,25,11,12,26,15,14,7,12,12,12,29,21,19,12,10,11,10,12,18,14,12
5921cb3c9559d121c2723162,13,15,20,21,12,24,20,23,34,15,15,16,21,35,18,10,21,21,34,22,10,40,17,12,31,32,16,25,23,12,12,23,14,21,27,21,18,13,12,0,26,18,7,17,11,15,28,18,24,21,31,23,12,13,27,31,20,33,13,15,26,29,11,27,19,24,19,12,19,17,12,28,24,21,12,25,21,17,21,20,20,24,20,24,18,22,19,11,32,36,20,23,27,15,6,12,26,16,29,19,19,19,19,21,23,14,18,18,22,14,18,13,29,30,7,11,25,19,22,15,18,20,18,18,24,21,5,11,24,21,17,15,17,31,18,33,20,25,20,11,18,19,13,16,15,16,9,26,16,14,20,24,26,13,32,17,14,23,10,20,13,12,12,12,29,20,25,18,16,11,17,19,24,14,19
5921cb3e54a00b21b809f5b0,17,18,12,8,20,21,12,15,29,24,7,15,30,27,13,13,31,21,28,26,16,38,13,15,19,20,4,24,20,11,20,19,18,32,26,13,27,21,18,29,0,7,18,16,6,4,19,16,12,12,24,15,8,10,25,27,18,32,8,13,21,22,14,14,7,17,11,9,17,26,15,23,34,28,15,17,17,11,17,30,28,21,24,15,10,14,7,4,20,31,30,13,24,6,9,12,21,18,20,11,15,11,13,19,10,24,17,27,20,13,7,11,22,22,12,19,23,11,14,10,17,14,17,17,20,19,16,9,20,13,17,11,20,19,18,21,7,17,13,19,11,7,10,11,7,25,11,14,14,11,7,11,14,21,27,9,6,26,14,12,16,12,12,12,19,18,24,14,12,6,12,18,23,14,14
5921cb412a17d821bca9517e,22,22,13,9,24,23,14,16,32,29,12,19,34,28,18,18,36,23,26,31,21,41,17,20,14,15,5,27,24,16,25,23,22,37,30,14,31,25,23,32,19,0,23,19,11,6,22,21,13,14,25,16,12,15,29,30,20,34,12,18,24,27,19,13,5,18,12,14,21,31,20,26,39,32,20,18,20,15,20,34,32,24,27,18,11,15,6,8,16,33,34,12,28,10,14,17,23,22,22,12,18,12,17,21,9,29,20,31,25,17,12,15,21,23,16,23,28,13,15,14,20,17,20,20,23,23,21,13,21,14,19,13,24,16,21,18,6,18,16,23,14,4,13,14,12,29,16,15,18,16,8,11,15,25,30,11,11,31,19,13,20,17,17,17,18,23,29,16,15,10,15,21,27,19,17
5921cb842a17d821bca9517f,12,13,22,20,8,21,21,25,36,19,15,19,18,37,19,9,25,18,31,21,13,43,19,11,29,31,16,28,22,10,8,25,13,25,30,23,15,9,11,33,28,17,0,20,12,15,29,17,24,22,33,24,10,12,30,33,17,36,14,14,28,28,14,26,18,26,21,11,18,20,15,30,28,20,15,27,24,16,24,24,16,27,16,25,20,24,19,10,32,39,24,20,26,16,5,12,29,19,30,21,21,21,18,18,22,18,21,15,24,13,18,11,26,32,3,7,27,21,24,17,21,22,21,21,26,20,6,9,27,23,14,12,21,31,22,34,19,27,22,7,20,19,10,19,15,13,7,26,14,13,19,23,26,9,35,19,14,22,6,22,17,12,12,12,27,19,28,21,19,10,19,22,28,14,21
5921cb852a17d821bca95180,26,27,12,22,28,35,15,16,25,15,20,14,38,24,22,23,24,34,43,35,12,23,19,25,32,33,18,12,32,23,28,25,27,25,25,13,35,29,26,17,19,22,23,0,13,19,28,28,26,13,21,15,21,22,13,22,32,17,14,25,18,36,15,29,22,13,12,21,28,19,16,19,26,35,16,18,11,24,13,21,36,16,35,24,11,14,22,18,27,21,21,29,35,14,19,22,11,11,21,11,10,12,27,33,24,17,2,35,22,24,22,23,38,22,22,27,25,14,15,15,5,17,5,5,16,31,21,21,9,14,30,26,13,25,3,28,22,18,15,27,14,20,25,8,20,33,21,28,26,23,21,26,28,29,24,13,19,35,24,13,12,21,21,21,35,30,26,10,8,19,8,5,8,23,11
5921cbf8f315d421c066f61d,16,17,10,11,19,24,10,13,26,20,8,11,30,26,11,13,28,23,31,25,12,35,9,15,22,23,7,20,20,12,20,15,17,28,22,11,27,21,17,25,16,10,17,12,0,8,18,17,15,11,22,13,9,11,22,23,20,28,4,14,18,24,11,18,11,15,10,10,17,22,12,20,31,27,12,16,14,12,14,26,27,17,25,14,8,12,11,6,21,29,26,17,24,4,8,11,18,14,19,9,12,9,14,21,13,20,13,27,16,13,10,11,26,20,12,18,19,9,13,6,13,11,13,13,17,20,14,9,17,11,18,14,16,20,14,23,11,16,11,18,8,10,13,8,8,25,11,17,14,11,10,15,17,20,24,7,7,26,15,10,12,11,11,11,23,19,20,11,9,7,9,14,20,13,11
5921cc179559d121c2723163,18,18,15,10,20,19,15,18,32,27,10,18,29,30,16,14,34,19,24,27,19,42,16,16,17,18,5,27,21,11,21,22,18,34,29,16,27,21,19,32,21,9,19,19,9,0,22,17,13,15,27,18,8,11,29,30,16,35,11,14,25,23,17,14,5,20,14,10,17,29,18,26,37,29,18,20,21,12,21,32,28,24,22,18,13,17,7,5,21,35,32,10,25,10,10,14,24,21,23,14,19,14,13,16,11,27,21,26,23,13,9,11,19,25,11,19,27,14,17,14,20,18,20,20,24,19,17,9,23,16,15,9,23,20,21,22,7,20,16,19,14,7,8,15,10,24,12,16,14,12,9,11,16,21,31,12,8,27,14,15,19,14,14,14,16,19,28,17,15,6,15,21,27,16,18
5921cd0b2a17d821bca95181,34,34,12,23,36,40,18,16,31,29,25,22,47,19,28,30,37,39,44,42,24,27,25,32,26,27,19,24,37,29,37,31,34,39,33,13,44,38,34,29,19,25,33,14,18,21,0,34,27,13,20,15,26,28,24,29,36,20,20,31,23,41,25,29,22,13,12,27,34,32,26,25,40,44,26,18,16,29,19,34,44,23,42,26,11,14,22,22,21,22,34,30,41,18,26,28,12,23,21,11,17,12,31,37,25,30,15,44,30,30,25,28,39,22,29,35,33,15,15,20,16,22,16,16,23,37,31,26,10,14,35,30,25,18,15,20,22,18,18,35,17,20,29,13,25,42,28,29,31,28,22,27,29,37,29,15,23,43,32,13,23,28,28,28,36,36,34,15,14,24,14,17,21,30,16
5921cd432a17d821bca95182,16,17,18,21,16,27,18,22,31,12,16,14,25,33,18,13,18,25,37,25,6,36,17,15,32,33,17,21,24,14,16,23,17,19,25,19,22,16,15,26,25,19,11,13,10,16,28,0,25,19,29,21,14,15,23,28,24,29,12,18,24,31,9,27,20,21,18,14,21,13,10,25,21,25,10,24,19,18,19,17,24,22,24,24,16,20,20,12,31,33,17,25,28,14,9,14,23,12,27,17,16,17,21,24,23,11,14,22,20,17,19,15,32,28,11,15,24,18,21,14,15,19,15,15,21,23,9,13,21,20,21,18,14,30,15,33,20,24,19,15,17,20,16,14,16,20,12,27,18,16,20,25,27,17,30,16,15,26,14,18,10,13,13,13,31,22,24,16,14,13,14,15,21,15,17
5921cdfef315d421c066f61e,28,29,16,16,31,29,19,19,36,35,19,25,40,29,25,25,42,29,28,37,27,43,23,27,9,10,12,32,31,22,31,29,29,43,36,17,38,32,30,37,23,18,30,23,17,13,28,27,0,17,28,19,18,22,33,34,26,36,18,24,28,33,25,19,11,20,16,21,28,37,27,30,45,39,27,22,24,22,25,40,39,28,32,24,14,18,13,15,14,35,40,16,35,16,20,24,25,28,25,15,23,15,24,27,16,35,24,37,30,24,18,22,23,26,22,30,34,17,19,20,25,23,25,25,28,30,28,20,24,17,25,18,30,14,25,16,13,22,20,30,18,10,18,19,19,35,23,22,25,22,15,17,22,32,35,16,18,38,25,16,26,24,24,24,22,29,35,21,19,17,19,25,31,26,21
5921ce832a17d821bca95185,22,22,6,15,24,29,8,9,20,20,14,10,35,21,16,18,28,28,36,30,13,30,13,20,24,25,10,16,26,17,25,19,22,29,21,7,32,26,22,21,12,15,21,8,6,12,20,22,18,0,17,9,15,16,17,18,26,23,8,19,13,30,13,21,14,9,5,15,22,22,14,14,30,31,14,12,9,18,9,25,32,12,30,16,4,8,14,12,21,23,25,22,30,7,14,16,13,13,15,5,7,5,20,26,17,20,9,31,18,19,15,17,31,16,17,23,21,6,8,8,9,10,9,9,12,25,19,15,11,7,24,19,14,19,9,21,14,11,7,23,6,13,18,3,14,29,16,21,20,17,14,18,21,25,19,5,12,31,20,6,11,16,16,16,28,24,22,5,3,13,4,10,15,18,6
5921cec52a17d821bca95186,16,17,14,18,18,27,14,17,27,14,14,10,28,29,15,13,21,25,36,25,6,33,13,15,29,30,14,18,23,14,18,19,17,22,21,15,25,19,16,23,21,16,14,10,7,14,24,19,22,15,0,17,13,13,20,24,23,26,8,16,20,29,5,24,17,17,14,12,20,16,6,21,24,25,6,20,15,17,15,19,26,18,25,20,12,16,17,10,28,29,19,23,27,10,9,13,19,9,23,13,12,13,19,24,20,14,11,25,16,16,16,14,31,24,12,17,20,14,17,10,11,15,11,11,17,22,11,12,18,15,21,17,11,26,12,29,17,20,15,17,13,17,16,10,14,23,11,24,17,14,17,22,24,19,26,12,12,26,15,14,7,12,12,12,29,21,20,12,10,11,10,12,18,14,13
5921cee72a17d821bca95187,25,25,8,12,27,29,11,12,28,28,15,18,38,22,19,21,35,28,32,33,20,36,17,23,16,18,8,24,28,19,28,23,25,36,28,9,35,29,26,29,15,14,26,15,11,10,21,24,16,9,20,0,16,18,25,26,25,29,12,21,21,30,19,17,10,13,8,17,24,30,20,22,38,35,20,14,16,19,17,33,35,20,31,17,6,10,10,12,13,28,33,18,31,9,16,19,17,21,17,7,15,7,21,26,13,28,17,34,24,20,15,18,27,18,19,26,27,9,11,14,17,15,17,17,20,27,23,16,16,10,24,18,22,11,17,14,11,14,12,26,11,8,18,11,15,32,19,18,21,19,11,15,18,29,27,9,13,34,22,8,19,19,19,19,24,26,28,13,11,13,11,17,23,21,14
5921cef12a17d821bca95188,10,11,18,16,12,17,18,21,34,22,11,17,22,34,16,7,28,15,27,20,15,42,16,9,24,25,11,27,17,5,13,22,11,29,28,19,19,14,12,32,25,12,12,19,9,9,25,12,19,19,30,21,0,8,29,31,13,36,11,9,26,23,14,21,12,23,18,7,14,24,15,28,31,21,15,24,22,11,22,27,20,25,17,21,16,20,14,5,27,37,27,15,21,12,2,9,26,19,27,17,19,17,13,14,17,21,20,19,22,8,13,6,22,28,4,11,26,18,21,14,20,19,20,20,24,14,10,4,25,19,11,8,21,26,21,29,14,24,19,11,17,14,6,16,11,17,5,21,9,8,14,18,21,14,32,15,9,20,7,18,16,9,9,9,22,14,26,18,16,5,17,21,27,11,19
5921cf08f315d421c066f61f,11,12,20,18,10,17,20,24,36,22,13,19,20,36,18,8,28,15,28,20,15,44,18,10,26,27,14,29,20,8,11,24,12,28,30,21,17,11,11,34,27,15,10,21,11,12,28,14,22,21,32,23,8,0,30,33,14,37,13,11,28,25,15,24,15,25,20,9,16,23,16,30,31,21,16,26,24,13,23,27,18,27,15,24,19,22,16,7,30,39,27,17,23,14,3,11,28,20,29,19,21,20,16,15,20,21,22,17,24,11,15,9,23,30,2,9,27,20,23,16,22,21,22,22,26,17,9,7,27,22,11,9,22,29,22,31,16,26,21,9,19,16,7,18,13,15,6,24,12,11,17,21,24,11,34,17,12,20,4,21,18,11,11,11,24,16,28,20,18,8,19,22,28,13,21
5921cf0c9559d121c2723164,20,21,19,23,19,30,19,22,31,9,19,15,28,33,21,16,16,28,41,28,4,33,19,18,34,35,19,20,27,17,19,25,21,16,26,20,25,19,18,25,25,21,13,12,12,19,30,24,27,19,29,22,17,18,0,28,27,27,14,21,24,34,10,30,22,21,18,17,24,10,12,25,18,28,12,24,18,21,19,14,27,22,28,26,17,21,22,15,33,32,14,28,31,16,12,17,22,11,27,18,16,18,24,28,25,8,13,25,22,20,22,18,35,29,14,18,25,19,21,16,14,20,14,14,21,26,12,16,20,20,24,21,13,31,14,34,23,24,19,18,18,22,20,14,19,23,15,29,21,19,22,27,29,20,30,17,17,29,17,19,10,16,16,16,34,26,25,16,14,16,15,14,19,18,17
